article,summary
"Liputan6. com, Poso : Dua bom secara beruntun meledak di Kota Poso, Sulawesi Tengah, Kamis ( 28/4 ) malam. Tidak ada korban jiwa dalam kejadian tersebut. Ledakan juga tidak mengakibatkan kerusakan berarti. Namun suara ledakan yang terdengar sampai radius satu kilometer ini membuat warga kaget. Bom pertama meledak sekitar pukul 19. 40 WITA di Jalan Katamso, Kota Poso, sekitar 50 meter dari rumah dinas Kepala Kepolisian Resor Kota Poso Ajun Komisaris Besar Polisi Sholeh Hidayat. Sedangkan bom kedua meledak sekitar pukul 21. 45 WITA di Jalan Pattimura, Kelurahan Lawanga. Komandan Distrik Militer Poso Letnan Kolonel I. G. K. Rai Gunawan mengatakan, bom tergolong low explosive. Bom ini diduga sebagai bom rakitan. Pada 13 November silam, Poso juga diguncang bom tepatnya di Pasar Sentral Poso [ baca : Bom Meledak di Poso, Dua Tewas ]. ( JUM/Syamsudin ).","Dalam jangka waktu sekitar dua jam, dua bom meledak di Kota Poso. Salah satu bom meledak di dekat rumah dinas Kapolres Poso. Tidak ada korban jiwa dan tak ada kerusakan berarti dalam peristiwa itu."
"Liputan6. com, Ambon : Jajaran Kepolisian Sektor Sirimau Kota Ambon, Kamis ( 25/9 ) malam, sekitar pukul 20. 00 WIT berhasil menggerebek kelompok penjudi di salah satu rumah di kawasan Batu Merah Atas, Kecataman Sirimau, Ambon. Polisi mengamankan enam tersangka bersama barang bukti berupa uang, kartu domino, serta lima liter minuman keras. Ke enam tersangka itu adalah La Abu, La Eda, La Ule, La Ade, dan La Unda. Mereka kemudian diamankan ke Mapolsek Sirimau untuk mempertanggungjawabkan perbuatannya. Penangkapan berawal dari laporan warga yang menyebutkan bahwa di sekitar kawasan Batu Merah Atas setiap malam di bulan puasa ini sering dijadikan ajang bermain judi. Warga yang tingggal di sekitar lokasi ini tadinya mau bertindak main hakim sendiri. Namum atas kesadaran mereka kemudian melapor ke polisi. ( IAN/Juhri Samanery ).","Enam penjudi ditangkap polisi di salah satu rumah di kawasan Batu Merah Atas, Kecataman Sirimau, Ambon. Penangkapan berawal dari laporan warga yang menyebutkan bahwa di sekitar kawasan Batu Merah Atas setiap malam sering dijadikan ajang judi."
"Buruh PT Gymeks Pratama Lestari Berunjuk Rasa Liputan6. com, Makassar : Ratusan mantan buruh PT Gymeks Pratama Lestari berunjuk rasa di Kantor Dinas Tenaga Kerja dan DPRD Kota Makassar, Sulawesi Selatan, Senin ( 8/5 ). Mereka menuntut pembayaran sisa upah dan pesangon yang belum dilunasi perusahaan sebelum bangkrut. Banjir Menerjang Samarinda Samarinda : Ratusan rumah di Samarinda, Kalimantan Timur, terendam banjir. Banjir musiman ini diakibatkan meluapnya air Sungai Karang Mumus. Tidak ada korban jiwa dalam kejadian ini. Meski begitu warga tetap dibuat repot karena harus menyelamatkan barang-barang berharga dari terjangan air. Ribuan Kartu BLT Ditarik Jambi : Lebih dari 9. 000 Kartu Bantuan Langsung Tunai ( BLT ) yang salah sasaran dimusnahkan di Kantor Pos Jambi. Kartu-kartu itu ditarik dari warga yang tidak berhak menerimanya. Namun, uang yang telah dicairkan sebanyak Rp 300 ribu per kartu tidak ikut dikembalikan. Akibatnya, dana miliaran rupiah melayang. Gelar Pasukan Menjelang KTT D8 Denpasar : Sekitar 4. 000 personel TNI dan Polri dipersiapkan menjelang pelaksanaan Konferensi Tingkat Tinggi Delapan Negara Islam Berkembang di Nusa Dua, Bali, besok. Pasukan ini disiagakan guna mengantisipasi ancaman teror. Apel gelar pasukan dipimpin langsung oleh Kepala Staf Umum TNI Letnan Jendral TNI Endang Suwarya di lapangan Niti Mandala Renon, Denpasar, Bali. ( IAN/Tim Liputan 6 SCTV ).","Ratusan mantan buruh PT Gymeks Pratama Lestari menuntut pembayaran sisa upah dan pesangon. Mereka mengadu ke Kantor Disnaker dan DPRD Makassar, Sulsel, karena hingga kini perusahaan belum melunasinya."
"Liputan6. com, Bandung : Hingga Jumat ( 26/2 ) petang dikabarkan sudah 30 warga ditemukan tewas tertimbun tanah longsor. Jumlah tersebut didapat dari Posko Badan Nasional Penanggulangan Bencana. Kendati demikian, masih ada 22 orang lain yang belum ditemukan. Dari pantauan SCTV Jumat ( 26/2 ), keadaan di Pasir Jambu, Bandung, Jawa Barat makin memprihatinkan. Dua kampung setempat terisolasi dari segala kebutuhan logistik. Dua kampung yang terisolasi itu adalah Kampung Gunung Maut dan Kampung Karang Tengah. Kendati keduanya tidak menjadi korban tanah longsor secara langsung, dua desa tersebut mengalami kesulitan mendapatkan kebutuhan logistik akibat jalan menuju lokasi terputus, sehingga sulit dilewati karena tertutup lumpur dan batang pohon. Sebanyak 78 kepala keluarga atau sekitar 350 jiwa membutuhkan bantuan berupa makanan, listrik, dan air bersih. ( BJK/YUS ).","Dua kampung di wilayah longsor, Kampung Gunung Maut dan Karang Tengah, terisolasi dari dunia luar dan belum tersentuh bantuan sama sekali. Kendati tidak terkena bencana longsor secara langsung, dua kampung tersebut membutuhkan bantuan logistik segera."
"Liputan6. com, Jakarta : Komisi III DPR menolak usulan peraturan pengganti undang-undang ( perpu ) tentang seleksi ulang hakim agung yang diajukan Komisi Yudisial. Dalam rapat dengar pendapat dengan Komisi Yudisial di Jakarta, Senin ( 23/1 ), DPR beranggapan Komisi Yudisial tidak sepatutnya mengusulkan perpu itu. Selain terlalu dini, usulan ini juga melebihi kewenangan Komisi Yudisial dan bakal banyak memancing opini publik yang makin berkembang [ baca : Kontroversi Kocok Ulang Hakim Agung ]. Meski mendapat penolakan, Komisi Yudisial tetap akan menyelesaikan draf perpu yang sedang disusun. Komisi yang dipimpin Busro Muqqoddas ini berharap draf perpu telah rampung dan diserahkan ke Presiden pada Februari nanti. Rapat kemarin tidak menghasilkan keputusan apapun. Rencananya, DPR akan menggelar rapat susulan untuk membahas masalah ini. ( TNA/Nastiti Lestari dan Irfan Efendi ).",Komisi III DPR menolak usulan perpu tentang seleksi ulang hakim agung yang diajukan Komisi Yudisial. Komisi Yudisial dinilai telah bertindak melewati kewenangan dan usulan itu terlalu dini.
"Liputan6. com, Semarang : Ditinggal mudik Lebaran, tiga ruko di Komplek Ruko Banyumanik, Jalan Setiabudi, Semarang, Jawa Tengah, dibobol maling, Selasa ( 21/9 ). Kejadian ini baru diketahui ketika Ari Darto, office boy, yang bekerja di ruko mendapati ruangan ruko sudah acak-acakan. Ary langsung melaporkan hal tersebut ke Polsek Banyumanik. Dari olah tempat kejadian perkara ( TKP ), diketahui tidak hanya ruko tersebut yang ke bobolan maling. Dua ruko yang bersebelahan pun ikut di bobol, dengan cara masuk ke atap ruko berlantai tiga. Alhasil, empat unit komputer, sebuah mesin fax, dan uang tunai senilai Rp 1, 5 juta, raib digondol maling. Kerugian diperkirakan mencapai jutaan rupiah. Untuk penyidikan lebih lanjut, sejumlah barang bukti disita termasuk dua balok kayu dan linggis yang digunakan tersangka untuk beraksi. Kasus ini masih ditangani Polsek Banyumanik Dean, Polresatbes Semarang. ( APY/AYB ).","Tiga ruko di Komplek Ruko Banyumanik, Semarang, Jawa Tengah di bobol maling. Saat kejadian, ruko tersebut ditinggal mudik Lebaran oleh sang pemilik."
"Liputan6. com, Jayapura : Sejumlah lembaga swadaya masyarakat dan Gereja Kristen Indonesia ( GKI ) mendesak Presiden Megawati Sukarnoputri membubarkan Komisi Penyelidik Nasional ( KPN ) untuk mengungkap kematian Ketua Presidium Dewan Papua Theys Hiyo Eluay. GKI beralasan, anggota KPN yang dipimpin Koesparmono Irsan itu tak kredibel dalam pandangan masyarakat Papua. Demikian laporan reporter SCTV dari Jayapura, Selasa ( 12/02 ). Bukan hanya KPN, Tim Pusat Polisi Militer TNI pimpinan Mayor Jenderal TNI Djasri Marin pun diminta segera dibubarkan. GKI selain mengirim surat kepada Presiden, juga menjelaskan posisinya dengan menandatangani sikap bersama di antaranya dengan Komisi untuk Orang Hilang dan Korban Tindak Kekerasan serta Lembaga Bantuan Hukum. Dalam pernyataannya kepada Presiden, GKI mengaku tak bersedia melibatkan diri dalam KPN. Kendati ada kelompok agama yang terlibat itu tak mewakili GKI. Kendati mendapat reaksi keras dari berbagai kalangan, Tim Puspom TNI terus melakukan pemeriksaan. Sedikitnya 20 orang telah dimintai keterangan. Mereka berasal dari masyarakat sipil dan anggota TNI. Pemeriksaan dijadwalkan berakhir 18 Februari mendatang. ( YYT/Rubai Kadir ).",Gereja Kristen Indonesia dan sejumlah LSM mendesak pemerintah membubarkan KPN Theys. Anggota KPN dinilai tak kredibel dalam pandangan masyarakat Papua.
"Liputan6. com, Sukabumi : Kondisi tersangka Tuber Romson, guru pembunuh siswanya masih belum stabil. Hingga Jumat ( 21/12 ) siang, guru pendidikan jasmani ini masih dirawat di Rumas Sakit Umum Daerah Sekarwangi, Sukabumi, Jawa Barat. Kondisi tersangka yang belum pulih betul membuat Kepolisian Sektor Jampang Tengah belum juga memeriksa terhadap motif perbuatan nekatnya menusuk Riyan Herdiyana. Tuber masih tergolek lemah di kamar peratawan rumah sakit. Saat ditemui, Tuber meminta maaf kepada semua pihak yang dirugikan atas perbuatannya. Dia mengaku tak sadar atas perbuatan yang dilakukannya. Tuber mengaku tega berbuat nekat karena keluarga korban sering mengejeknya. Sementara itu pihak keluarga membantah memiliki persoalan dengan tersangka sekaligus tetangga korban. Sementara itu, Polsek Jampang Tengah berencana membawa tersangka ke RS Syamsudin guna menjalani pemeriksaan kejiwaan. ( JUM/Asep Didi ).",Hingga kini tersangka guru pembunuh siswanya masih dirawat di RSUD Sekarwangi Sukabumi. Polisi berencana merujuk tersangka ke RS R Syamsudin guna menjalani pemeriksaan kejiwaan.
"Liputan6. com, Bandung : Puluhan nasabah serta kolektor CV DSS, perusahaan simpan pinjam di Kota Cimahi, Jawa Barat, mendatangi rumah sekaligus kantor perusahaan di Citeureup, Cimahi, Senin ( 22/9 ) pagi. Mereka bermaksud meminta kembali uangnya yang disimpan di perusahaan tersebut. Titin Sarianti adalah satu dari 4. 000 nasabah. Ia yang baru setahun menyimpan dana sebesar Rp 1, 6 juta awalnya mengaku tidak mau menyimpan uang di perusahaan ini. Namun karena diiming-iming mendapatkan bonus yang akan dibagikan sebelum Lebaran, ia akhirnya tertarik. Perusahaan yang bergerak di bidang keuangan ini sudah berjalan selama tiga tahun. Selama dua tahun terakhir, pemberian laba berjalan lancar. Namun memasuki tahun ketiga pembagian keuntungan untuk nasabah mulai tersendat. Ratusan warga Waringin Jaya, Bojong Gede, Bogor, juga tertipu iming-iming hadiah melalui arisan Lebaran. Untuk itu, warga dituntut kritis agar tak mudah tergiur oleh berbagai cara penarikan uang dengan iming-iming hadiah yang tidak masuk akal. Kewaspadaan dan sikap hati-hati diperlukan agar dana bisa membuahkan hasil [ baca : Tertipu Arisan Lebaran ]. ( YNI/Tim Liputan 6 SCTV ).",Puluhan nasabah serta kolektor CV DSS di Cimahi minta kembali uang mereka yang telah disimpan di perusahaan tersebut. Banyak nasabah tertarik masuk perusahaan karena diiming-iming bonus yang akan dibagikan sebelum Lebaran.
"Sejatinya, Association Sportive de Saint-Etienne Loire atau AS Saint-Etienne adalah jawaranya klub-klub divisi utama di Prancis. Klub yang berdiri pada 1920 ini memegang rekor 10 kali tampil sebagai jawara Ligue 1 atau tiga kali lebih banyak dibanding pencapaian Olympique Lyonnais. Namun, sejak awal dekade 1980-an prestasi Les Verts julukan St Etienne turun drastis. Baru di musim ini St Etienne kembali berkecimpung di kompetisi Eropa ( UEFA Cup ) setelah berhasil menempati peringkat lima besar klasemen akhir di musim lalu. Prestasi itu tak lepas dari kontribusi Laurent Roussey yang diangkat menjadi pelatih tim pada 1 Juni 2007. Di musim ini, performa Loric Perrin dkk di ajang kompetisi lokal kembali terpuruk. Berbanding terbalik dengan kinerja tim di UEFA Cup yang berhasil lolos ke babak penyisihan grup, di liga St Etienne tampil bak macan ompong. Empat kali kekalahan berturut-turut yang diderita Perrin dkk di empat partai terakhir membuat posisi tim hanya berjarak satu poin dari zona degradasi yang sementara ditempati Valenciennes. Alhasil, manajemen klub mengeluarkan ultimatum kepada Roussey untuk mengangkat kembali performa Perrin dkk dalam tiga pertandingan berikutnya, melawan Olympique Marseille, menjamu Rosenborg di UEFA Cup, dan menghadapi Stade Rennais ( Rennes ). Yang menarik, ultimatum itu baru dilansir di situs resmi klub setelah St Etienne disikat 1-3 oleh Marseille di pekan ke-12, Sabtu ( 1/11 ) lalu. Karenanya, boleh dibilang nasib Roussey di Stade Geoffroy-Guichard, markas klub, bakal ditentukan dalam lima hari mendatang seusai laga versus Rosenburg ( Kamis, 6 November, lusa ) dan versus Rennes ( Minggu, 9 November ). Kekecewaan manajemen klub dipicu dari kekalahan yang diderita skuad Roussey saat laga di pekan ke-10 dan ke-11, takluk 0-2 dari Grenoble dan kalah 1-4 dari Lorient. Di mata manajemen dan para suporter, adalah tidak pantas bagi klub sekaliber St Etienne di kandang sendiri mengalami kekalahan menghadapi tim kecil seperti Grenoble kebetulan berstatus tim promosi dan Lorient. “ Seperti halnya para pendukung klub, kami pun merasa sangat sedih dan kecewa dengan kekalahan yang diderita tim akhir-akhir ini. Setelah pulang dari Kopenhagen dengan riang gembira, dalam tiga pertandingan berikutnya kami menuai tiga kali kekalahan. Dua kali di antaranya terjadi di kandang sendiri ( dari Grenoble dan Lorient ). Kekalahan yang tidak dapat diterima, ” tegas manajemen Les Verts seperti yang dilansir di situs resmi klub. Karena itu, “ Pimpinan klub telah memberi titah kepada pelatih dan stafnya untuk memperbaiki performa tim di tiga laga ( lawan Marseille, Rosenborg, dan Rennes ). Sangat penting bagi klub ini meraih kemenangan saat bertanding menjamu Rosenborg, Kamis. Selain membuka peluang lolos dari penyisihan grup UEFA Cup, kemenangan itu bakal jadi bekal berharga bagi tim di ajang Ligue 1. Kami yakin kami memiliki tim yang bagus ( untuk meraih kemenangan ), ” tambah klub.",Dalam kurun lima hari ke muka nasib Laurent Roussey di Stade Geoffroy-Guichard bakal ditentukan. Manajemen AS Saint-Etienne dengan terbuka mengultimatum Roussey untuk memperbaiki performa Les Verts saat menjamu Rosenborg dan Stade Rennais.
"Bank Dirampok, Delapan TewasLiputan6. com, Baghdad : Sebuah bank di Baghdad, Irak, dirampok, Selasa ( 28/7 ). Dalam kejadian ini, delapan satpam bank yang sedang bertugas tewas. Polisi menduga aksi para teroris itu dilakukan dengan peredam senapan. Pasalnya, tak ada saksi yang mendengar letusan senjata. Pihak berwenang belum mengetahui aksi ini berkaitan dengan insiden perampokan di tempat penukaran uang Ahad lalu yang menewaskan lima orang. Zelaya Terus Galang DukunganOcotal : Presiden terusir Manuel Zelaya masih bertahan di Kota Ocotal, daerah perbatasan Nikaragua-Honduras, menunggu waktu yang tepat untuk kembali ke negaranya. Zelaya menghabiskan waktu dengan mengunjungi warga setempat dan menggalang dukungan untuk kembali merebut kursi presiden dari Micheletti. Sementara itu, kondisi perbatasan kedua negara masih diawasi ketat militer Honduras. Ini dilakukan menyusul peringatan Micheletti yang akan menangkap Zelaya begitu menginjakkan kaki di Honduras. Suu Kyi Mendapat PenghargaanDublin : Tokoh pro-demokrasi Myanmar, Aung San Suu Kyi dianugerahi gelar tertinggi sebagai duta suara hati dari Amnesti Internasional. Penghargaan ini diumumkan oleh band terkenal U2 dalam konsernya di Dublin, Irlandia. Penghargaan ini sekaligus bentuk dukungan terhadap Suu Kyi yang kini tengah menunggu keputusan junta militer Myanmar. Suu Kyi disidang atas kasus penyusupan seorang warga negara Amerika Serikat ke rumahnya. ( IAN/AND ).","Delapan orang tewas dalam peristiwa perampokan bank di Baghdad, Irak. Seluruh korban tewas adalah satpam bank yang sedang bertugas."
"Liputan6. com, Birmingham : Partai di pekan ketiga premiership menjamu Everton di Villa Park, Minggu ( 29/8 ), diyakini menjadi penentu peluang caretaker tim Kevin MacDonald menjadi manajer permanen Aston Villa menggantikan Martin O Neill. Andaikata performa Stiliyan Petrov dkk kembali memburuk, maka mata owner klub, Randy Lerner, bakal tertuju ke California, AS. Bukan pelatih Timnas AS Bob Bradley yang dibidik, melainkan Juergen Klinsmann. Setelah sempat menoreh awal yang gemilang di pekan perdana, rapor Villa memerah. Puncaknya, secara mengenaskan meskipun bermain di kandang sendiri Petrov dkk tersingkir di babak play-off Europa League, Kamis ( 26/8 ). Itulah sebabnya, partai lawan The Toffees jadi partai wajib untuk dimenangkan MacDonald. Filosofi sepakbola menyerang yang diusung Klinsmann seperti yang ditunjukkannya saat menangani Timnas Jerman di PD 2006 lalu mendapat apresiasi tersendiri di mata Lerner. Selain itu, rapor Klinsmann yang dinilai telah berpengalaman, baik di Liga Premier maupun Bundesliga saat menangani Bayern Muenchen, dianggap jauh lebih pantas dibanding Bradley, sosok yang selama ini menjadi buah bibir media massa menyusul komentar terbukanya yang menginginkan jabatan di Villa Park. Sebagian besar fans Villa lebih menginginkan sosok manajer yang mempunyai kapabilitas dan reputasi yang jauh lebih mentereng dibanding Bradley. Klinsmann masuk dalam kriteria. “ Para fans lebih menginginkan seorang manajer yang punya reputasi lebih tinggi dibanding Bradley. Yang paling terpenting, bagi fans Villa, sosok manajer baru mestinya telah menangani klub-klub premiership atau paling tidak tahu betul dengan seluk beluk Liga Premier, ” ujar legenda Villa, Ian Taylor. Di lain pihak, MacDonald sendiri tetap optimistis dengan peluangnya menjadi manajer penuh. “ Saya pikir, saya tetap layak dipertimbangkan andaikata kami mendapatkan hasil yang baik saat laga melawan Everton. Artinya, rapor kami adalah dua kali meraih kemenangan, dua kali menelan kekalahan dan satu kali bermain imbang. Jadi, peluangnya 50-50. Dari sudut pandang itulah, saya pikir saya masih punya kesempatan, ” tegas MacDonald. ( MEG/Mirror ).","Laga jamu Everton nanti malam diyakini jadi penentu peluang Kevin MacDonald menjadi suksesor Martin O Neill. Andai Aston Villa kembali kalah, mata owner bakal berpaling ke Juergen Klinsmann."
"Liputan6. com, Jakarta : Sejumlah kapal yang mengangkut regu pencari dan evakuasi korban Kapal Motor Penumpang Levina I mulai merapat di Pelabuhan Tanjungpriok, Selasa ( 27/2 ). Reporter SCTV Asti Megasari melaporkan kapal-kapal tersebut menghentikan pencarian di lautan setelah terhalang cuaca buruk. Regu penyelam TNI Angkatan Laut juga menemukan tas hitam berisi explosive detector milik Pusat Laboratorium Forensik Polri di dek dua bangkai kapal nahas itu. Dilaporkan pula bahwa hingga hari ini masih ada sembilan keluarga korban KMP Levina I yang melaporkan kerabat mereka belum juga ditemukan. Salah satunya adalah Marmo asal Solo, Jawa Tengah. Pria ini mencari menantunya yang hilang dalam musibah terbakarnya KMP Levina I tersebut. Ada pula keluarga Ida yang memilih menginap di Pelabuhan Tanjungpriok. Perempuan ini mengaku mencari informasi terbaru tentang Lukman, keponakannya yang turut menumpang kapal nahas tersebut. Rencananya regu pencari akan menghentikan pencarian korban besok. Kendati begitu, sejumlah keluarga berharap pencarian terus dilakukan. ( MAK ).","Cuaca buruk memaksa sejumlah kapal yang mengangkut regu pencari dan evakuasi korban KMP Levina I dihentikan. Pencarian akan dihentikan besok, tapi pihak keluarga berharap pencarian diteruskan."
"Liputan6. com, Seoul : Korea Selatan berhasil meluncurkan roket luar angkasa pertamanya. Namun, misi tersebut tak sepenuhnya sukses. Sebab, roket yang membawa satelit ilmu pengetahuan gagal memasuki orbit yang tepat, Rabu ( 26/8 ). Jutaan warga Korea Selatan menyaksikan peluncuran tersebut, tetapi peristiwa tersebut diamati dengan kecurigaan oleh Korea Utara. Korea Utara belum lama ini mendapat sanksi PBB berkaitan dengan peluncuran roketnya, untuk mengamati secara luas uji coba rudal jarak jauh miliknya. Sejauh ini tidak ada reaksi dari Korea Utara berkaitan dengan peluncuran Selasa kemarin. Roket bertingkat Naro milik Korea Selatan meninggalkan landasan pada Selasa, dari sebuah pulau di pesisir selatan. Menteri Ilmu Pengetahuan dan Pendidikan Ahn Byong-man mengemukakan, satelit tersebut ditempatkan di orbit tetapi tidak mengikuti jalur yang digunakan untuk itu. "" Seluruh aspek yang berkaitan dengan peluncuran berjalan normal, tetapi satelit melewati orbit yang direncanakan, "" ujarnya seperti dilansir BBC. Satelit mencapai jarak sekitar 360 km dari bumi, melebihi jarak yang dimaksud sebelumnya yaitu 302 km. "" Peneliti Korea Selatan dan Rusia tengah menyelidiki masalah tersebut, "" katanya. Byong-man menyebut peluncuran itu sebagai "" sukses sebagian "", sementara Presiden Korea Selatan Lee Myung-bak menyebutnya sebagai "" setengah sukses "". ( AND ).","Korea Selatan berhasil meluncurkan roket luar angkasa. Namun, roket tersebut gagal memasuki orbit yang tepat."
"Liputan6. com, Jakarta : Cukup lama menjalin hubungan dengan Ariel "" Peterpan, "" Luna Maya rupanya belum terlalu dekat dengan Alea, putri Ariel. Dia mengaku belum memiliki niat untuk mendekati Alea. Pengusaha butik itu mengatakan baru akan melakukannya jika semua sudah pasti. "" Bukannya enggak mau, cuma aku harus menjaga perasaan banyak pihak. Aku juga harus menjaga perasaan si anak biar enggak bingung, "" ujar Luna di program Hot Shot di SCTV, Ahad ( 8/11 ). Hingga kini belum terucap sepatah kata pun dari Luna mengenai rencana menikah. Namun pemain film Janda Kembang itu menjelaskan hubungannya dengan Ariel saat ini mengarah ke arah yang lebih baik. Mereka juga sepakat untuk terus mendukung pekerjaan masing-masing. "" Saat ini dia sedang sibuk. Lagi produksi album di Bandung, "" kata Luna. Simak selengkapnya di video berita ini. ( YUS ).","Luna Maya belum akrab dengan putri Ariel, Alea. Luna mengaku belum mendekatinya karena harus menjaga perasaan banyak pihak."
"Liputan6. com, Sidoarjo : Sebanyak 18 penjudi sabung ayam ditangkap jajaran Reserse dan Kriminal Kepolisian Resor Sidoarjo, Jawa Timur, Ahad ( 24/8 ) malam. Mereka ditangkap dalam sebuah penggerebekan di sebuah kawasan di Desa Kedung Pandan, Kecamatan Jabo, yang diduga sebagai arena sabung ayam. Selain tujuh ekor ayam plus kandangnya, polisi juga menyita 19 sepeda motor dan sejumlah perlengkapan sabung ayam. Menurut Kepala Polres Sidoarjo Ajun Komisaris Besar Polisi Ronie F. Sompie, penggerebekan ini adalah kelanjutan dari penyelidikan selama sebulan. Dalam rentang waktu tersebut, anggota intel Polres Sidoarjo bisa memastikan bahwa di Desa Kedung Pandan ada arena judi sabung ayam. Sudiono alias Glundung, pemilik arena judi, mengaku mendapatkan komisi 20 persen dari total nilai taruhan setiap satu pertandingan. Dia mengaku memperoleh omzet jutaan rupiah setiap kali perjudian digelar. Sayang tak jelas betul nilai rupiah yang didapat Sudiono. Para penjudi yang tertangkap, selain dari Sidoarjo, berasal dari Pasuruan dan Malang. ( SID/Benny Christian dan Winanto ).","Jajaran Reskrim Polres Sidoarjo, Jatim, menangkap 18 penjudi sabung ayam di Desa Kedung Pandan, Kecamatan Jabo. Polisi juga menyita tujuh ekor ayam dan 19 sepeda motor."
"Liputan6. com, Jakarta : Tim Direktorat Reserse Kepolisian Daerah Metro Jaya, Senin ( 8/7 ), memeriksa kembali para tersangka peledakan bom di beberapa lokasi di Jakarta, beberapa waktu silam. Pemeriksaan itu rencananya dilakukan pukul 13. 00 WIB. Para tersangka yang akan diperiksa adalah Sahrul Ariadi, Irsadi bin M. Daud, M. Nazar, Muhammad Hasan, dan Mudawali. Tiga di antara mereka adalah tersangka peledakan di Graha Cijantung, Jakarta Timur [ baca : Polisi Menetapkan Tiga Tersangka Peledakan Graha Cijantung ]. Selain mereka, Ditserse Polda Metro Jaya juga akan memeriksa Lulu bin Makdim, yang berstatus sebagai saksi. Para tersangka itu dituduh melanggar Undang-undang Darurat Tahun 1951 tentang Kepemilikan Senjata Api. Dalam pemeriksaan sebelumnya, para tersangka masih menutup mulut, terutama mengenai asal-usul senjata api tersebut. Hingga saat ini, kepolisian masih mencari enam tersangka lainnya, termasuk Jalaludin, pemilik senjata api yang dinyatakan buron. Sementara itu, para tersangka telah menunjuk enam pengacara sebagai tim kuasa hukum mereka. Keenam pengacara tersebut adalah Farhat Abbas, Surjanarfah, Jamaluddin Amandad, Hutabarat, Deni Azini Latief, dan Huriah. Farhat mengaku dirinya ditunjuk sebagai anggota tim kuasa hukum berdasarkan tawaran dari Kepala Satuan Reserse Narkotika Polda Metro Jaya Ajun Komisaris Besar Polisi Carlo B. Tewu, Sabtu malam pekan silam [ baca : Farhat Abbas : Lima Tersangka Telah Memberikan Kuasa ]. ( PIN/Aryo Adi Prabowo dan Bambang Triyono ).","Pukul 13. 00 WIB, Tim Ditserse Polda Metro Jaya memeriksa kembali para tersangka peledakan bom di Jakarta. Hingga kini, polisi masih mencari enam tersangka lainnya."
"Liputan6. com, Lampung : Nampaknya para pemudik Lebaran dari Jawa ke Sumatra dan sebaliknya harus berhati-hati saat melewati Jalur Lintas Sumatra sepanjang 350 kilometer di kawasan Lampung. Pasalnya, sebagian besar jalur di sana rusak berat dan bergelombang. Demikian hasil pantauan SCTV di Lampung, pekan akhir November ini. Beberapa ruas yang rusak misalnya jalur Pelabuhan Bakauheni hingga Bandar Lampung. Di jalur ini terdapat empat titik rawan yang terletak di Desa Bakauheni. Jalan di sana berlubang besar sepanjang sekitar 300 meter. Selain itu, jalur sepanjang 100 Km ini juga banyak tikungan dengan tipologi menanjak dan menurun. Kondisi serupa terjadi di daerah Tarahan. Di kawasan ini terdapat tikungan tajam pada jalan menanjak dengan aspal bergelombang. Sementara di ruas Jalan Bandar Lampung-Terbanggi Besar sepanjang 60 Km, terdapat titik rawan di kawasan Natar. Lokasi ini juga rawan macet akibat pembangunan jembatan layang sedangkan di bawahnya terdapat rel kereta api dan pasar. Kini para pengemudi membutuhkan waktu hingga tujuh jam untuk keluar dari jalur ini. Padahal dalam kondisi normal, jalur tersebut bisa ditempuh dalam waktu lima jam. Tak hanya di Sumatra, Jalur Pantai Utara Jawa pun dilaporkan masih rusak pertengahan November ini. Ada sekitar enam titik rawan kemacetan di sepanjang Pantura antara Brebes, Jawa Tengah, dan Cirebon hingga Pamanukan, Jawa Barat. Rute yang membuat perjalanan tersendat-sendat ini terjadi lantaran penyempitan badan jalan akibat perbaikan jembatan maupun jalan [ baca : Enam Titik Rawan Kemacetan Pantura ]. ( ICH/Bisri Merduani ).","Sebagian besar Jalur Lintas Sumatra rusak berat dan bergelombang. Di ruas Jalan Bandar Lampung-Terbanggi Besar, sepanjang 60 kilometer terdapat sejumlah titik rawan di kawasan Natar."
